Index,UserId,Song Title,Singer,Movie/Album,Year,Music Director,Language,Rating,Duration_ms
1576,14352,"""Luk Chup Jaana Ye Mera Hai Nishana""",Aasha Bhosale,Doctor X,1972,Sonik–Omi,Hindi,4,335840
1577,13830,"""Lut Gaye Hum To Raho Me Manzil Koya""",Aasha Bhosale,Manzil Manzil,1984,R D Burman,Hindi,4,229773
1578,13830,"""Maa Kahega Mujhko""",Aasha Bhosale,Ganga Ki Kasam,1975,Sonik–Omi,Hindi,3,167666
1579,13829,"""Maaf Karo Haa Maaf Karo"" (version 1)",Aasha Bhosale,Do Phool,1973,R D Burman,Hindi,NAN,206733
1580,13829,"""Maaf Karo Haa Maaf Karo"" (version 2)",Aasha Bhosale,Do Phool,1973,R D Burman,Hindi,2,214000
1581,13828,"""Maan Jaaiye Maan Jaaiye""",Aasha Bhosale,Himmat,1970,Laxmikant–Pyarelal,Hindi,4,246000
1582,13828,"""Maan Jaaiye Maan Jaaiye""",Aasha Bhosale,Humjoli,1970,Laxmikant–Pyarelal,Hindi,NAN,237053
1583,13827,"""Maana Churaoge Badan""",Aasha Bhosale,Sawaal,1982,Khayyam,Hindi,3,99583
1584,13827,"""Maang Ke Saath Tumhaara""[5]",Aasha Bhosale,Naya Daur[10],1957,O. P. Nayyar,Hindi,5,66534
1585,13827,"""Maang Mein Bhar Le Rang Sakhi Ri""",Aasha Bhosale,Mujhe Jeene Do,1963,Jaidev,Hindi,5,196630
1586,13827,"""Maangi Hain Duaaen Hamane Sanam""",Aasha Bhosale,Shikari,1963,G. S. Kohli,Hindi,NAN,172720
1587,13827,"""Maar Gayi Mujhe Teri Judaai""",Aasha Bhosale,Judaai,1980,Laxmikant–Pyarelal,Hindi,3,32199
1588,13826,"""Maar Gayo Re"" (version 2)",Aasha Bhosale,Sandhya,2003,Anand Raj Anand,Hindi,4,285227
1589,13825,"""Madad Kijiye Tajdar Madeena"" (version 2)",Aasha Bhosale,Dayar-e-Madina,1977,Mohammed Shafi,Hindi,NAN,137614
1590,13825,"""Madad Kijiye Tajedar-E-Madina"" (female)",Aasha Bhosale,Dayar-e-Madina,1977,Mohammed Shafi,Hindi,4,314160
1591,13825,"""Madhosh Ho Gaya Main""",Aasha Bhosale,Akrosh,1998,Anand Raj Anand,Hindi,3,224234
1592,13824,"""Madhuban Mein Shyam Ki""",Aasha Bhosale,Isi Ka Naam Duniya Hai,1962,Ravi,Hindi,4,265801
1593,13824,"""Madhur Madhur Door Koyi Bansuri Bajaaye""",Aasha Bhosale,Yatra,2006,Khayyam,Hindi,3,218539
1594,13824,"""Madhur Madhur Sapnon Mein Aaj""",Aasha Bhosale,Devyani,1952,S. Purshotham,Hindi,4,183516
1595,13824,"""Madhur Pyaar Ka Taar Kabhi Yeh Toote Na""",Aasha Bhosale,Muqaddar,1950,Jimmy,Hindi,2,280875
1596,13824,"""Madira Hi Madira Tere Badan Mein""",Aasha Bhosale,Aangan,1973,Sonik–Omi,Hindi,5,433125
1597,13822,"""Mai Hu Pyare Teri Diwani""",Aasha Bhosale,Yeh Dil Kisko Doon,1963,Iqbal Qureshi,Hindi,2,241320
1598,13822,"""Mai Mai Qartoon (Version 1)""",Aasha Bhosale,Mr. Cartoon M.A.,1959,O. P. Nayyar,Hindi,4,1297000
1599,13822,"""Mai Mai Qartoon (Version 2)""",Aasha Bhosale,Mr. Cartoon M.A.,1959,O. P. Nayyar,Hindi,4,426747
1600,13822,"""Mai Sharabi Nahin""",Aasha Bhosale,Khilona,1970,Laxmikant–Pyarelal,Hindi,4,584295
1601,13821,"""Mai Soya Ankhiya Miche""",Aasha Bhosale,Phagun[21],1958,O. P. Nayyar,Hindi,4,455705
1602,13821,"""Mai To Sapne Sanwar Kar Baithi""",Aasha Bhosale,Do Chehre,1977,Sonik–Omi,Hindi,2,239957
1603,13540,"""Main Bandhi Prem Ki Dor""",Aasha Bhosale,Shri Ganesh Janma,1951,"Manna Dey, Khemchand Prakash",Hindi,2,220767
1604,13540,"""Main Bangali Chhokra""",Aasha Bhosale,Raagini,1958,O. P. Nayyar,Hindi,2,212499
1605,13540,"""Main Bezuban Hoon Panchhi""",Aasha Bhosale,Do Phool,1958,Vasant Desai,Hindi,4,607573
1606,13540,"""Main Bhi Jawaan Dil Bhi Jawaan""",Aasha Bhosale,Baap Re Baap[4],1955,O. P. Nayyar,Hindi,3,495680
1607,13540,"""Main Chali, Main Chali""",Aasha Bhosale,Padosan[40],1968,R D Burman,Hindi,4,217627
1608,13539,"""Main Deewana""",Aasha Bhosale,Double Gadbad,1999,Baba Sehgal,Hindi,3,475627
1609,13538,"""Main Dhal Gayi Rang Mein Tere""",Aasha Bhosale,Heeralal Pannalal,1978,R D Burman,Hindi,NAN,189093
1610,13538,"""Main Dhoondhti Hoon Kahan Ho Sanam""",Aasha Bhosale,Shrimati 420,1956,O. P. Nayyar,Hindi,3,749453
1611,13538,"""Main Dilwalon Ki Tamanna""",Aasha Bhosale,Armaan,1996,N/A,Hindi,NAN,660467
1612,13538,"""Main Door Chali""",Aasha Bhosale,Aatank,1996,Laxmikant–Pyarelal,Hindi,4,222800
1613,13537,"""Main Gavalin Chatki""",Aasha Bhosale,Yeh Dil Kisko Doon,1963,Iqbal Qureshi,Hindi,2,681707
1614,13537,"""Main Haseena Ghazab Ki""",Aasha Bhosale,Khoon Bhari Maang,1988,Rajesh Roshan,Hindi,3,187606
1615,13537,"""Main Hoon Akeli Raat Jawaan""",Aasha Bhosale,Purana Mandir,1984,Ajit Singh,Hindi,4,474720
1616,13537,"""Main Hoon Akeli""",Aasha Bhosale,Himmat,1970,Laxmikant–Pyarelal,Hindi,3,243315
1617,13537,"""Main Hoon Baanka Chhabila Jawaan Re""",Aasha Bhosale,Halla Gulla,1954,Nisar Bazmi,Hindi,3,724733
1618,13537,"""Main Hoon Chanda Si Chhori""",Aasha Bhosale,Kabhi Andhera Kabhi Ujala,1958,O. P. Nayyar,Hindi,NAN,175924
1619,13537,"""Main Hoon Chhori Naye Fashion Ki""",Aasha Bhosale,Kashmir,1951,Hansraj Behl,Hindi,NAN,1156866
1620,13537,"""Main Hoon Dulhan Ek Raat Ki""",Aasha Bhosale,Jaal[61],1986,Anu Malik,Hindi,NAN,577146
1621,13536,"""Main Hoon Miss Bombay""",Aasha Bhosale,Mr. Cartoon M.A.,1959,O. P. Nayyar,Hindi,4,365000
1622,13536,"""Main Hoon Nagina""",Aasha Bhosale,Desh Ke Dushman,1989,Sonik–Omi,Hindi,3,137000
1623,13536,"""Main Hoon Phooljhadi, Tu Hai Shola""",Aasha Bhosale,Marine Drive,1955,N. Dutta,Hindi,NAN,415000
1624,13535,"""Main Hoon Rani Jaduwali""",Aasha Bhosale,Zamanat,1977,Sonik–Omi,Hindi,3,275000
1625,13535,"""Main Hoon Taaron Ki Rani""",Aasha Bhosale,Waman Avatar,1955,Chitragupt,Hindi,4,277600
1626,13535,"""Main Hoon Tera Geet Gori""",Aasha Bhosale,Mahua,1969,Sonik–Omi,Hindi,NAN,263880
1627,13534,"""Main Jaa Rahi Thi Lekin""",Aasha Bhosale,Bidaai,1974,Laxmikant–Pyarelal,Hindi,4,181720
1628,13534,"""Main Jab Bhi Akeli Hoti Hoon""",Aasha Bhosale,Dharmputra,1962,N. Dutta,Hindi,NAN,204928
1629,13534,"""Main Janam Janam Se Hoon Dukhiya""",Aasha Bhosale,Parichay,1954,Vedpal Sharma,Hindi,4,198193
1630,13534,"""Main Jo Chala Peekar""",Aasha Bhosale,Mukti,1977,R D Burman,Hindi,NAN,238940
1631,13533,"""Main Juari Hoon""",Aasha Bhosale,Darmiyaan,1997,Bhupen Hazarika,Hindi,4,201893
1632,13533,"""Main Khidki Pe Aaungi""",Aasha Bhosale,Kalpana,1960,O. P. Nayyar,Hindi,4,252120
1633,13533,"""Main Kunwari Albeli""",Aasha Bhosale,Babu[59],1985,Rajesh Roshan,Hindi,3,222422
1634,13533,"""Main Kyun Na Naachu Aaj""",Aasha Bhosale,Paigham,1959,C. Ramachandra,Hindi,2,214467
1635,13532,"""Main Ladki Hoon Tu Ladka""",Aasha Bhosale,Dil Diwana,1974,R D Burman,Hindi,3,191693
1636,13532,"""Main Mar Jaoon Toh""",Aasha Bhosale,Adhuri Dulhan,1995,Triveni–Bhavani,Hindi,4,221596
1637,13532,"""Main Naukar Hoon Chaukidar Ka""",Aasha Bhosale,Laila,1954,A. R. Qureshi,Hindi,3,295613
1638,13531,"""Main Paankh Lagaake Ud Jaaoon""",Aasha Bhosale,Armaan,1953,S. D. Burman,Hindi,2,333560
1639,13531,"""Main Pyaar Ka Raahi Hoon""",Aasha Bhosale,Ek Musafir Ek Hasina[29],1962,O. P. Nayyar,Hindi,4,333400
1640,13531,"""Main Raja Tu Rani""",Aasha Bhosale,Dildaar,1977,Laxmikant–Pyarelal,Hindi,3,232387
1641,13531,"""Main Rat Bhar Na Soyi Re""",Aasha Bhosale,Ab Kya Hoga,1977,Usha Khanna,Hindi,NAN,209052
1642,13530,"""Main Shaayad Tumhare Liye Ajnabi Hoon""",Aasha Bhosale,Yeh Raat Phir Na Aayegi,1966,O. P. Nayyar,Hindi,2,224488
1643,13530,"""Main Sitaron Ka Tarana""",Aasha Bhosale,Chalti Ka Naam Gaadi[15],1958,S. D. Burman,Hindi,4,253827
1644,13530,"""Main Suraj Hu Tu Meri Kiran""",Aasha Bhosale,Dil Ne Phir Yaad Kiya[34],1966,Sonik–Omi,Hindi,4,243027
1645,13530,"""Main Tere Dil Ki Malika""",Aasha Bhosale,Mast,1999,Sandeep Chowta,Hindi,NAN,144032
1646,13530,"""Main Tere Liye, Tu Mere Liye""",Aasha Bhosale,Pukar,1983,R D Burman,Hindi,NAN,275982
1647,13529,"""Main Tere Paas Hu""",Aasha Bhosale,Do Dishayen,1982,Laxmikant–Pyarelal,Hindi,NAN,362819
1648,13529,"""Main To Banke Naino Wali""",Aasha Bhosale,Chhoo Mantar,1956,O. P. Nayyar,Hindi,3,97613
1649,13529,"""Main To Ek Pagal""",Aasha Bhosale,Anhonee[46],1973,Laxmikant–Pyarelal,Hindi,5,192507
1650,13528,"""Main Toh Beghar Hoon""",Aasha Bhosale,Suhaag,1979,Laxmikant–Pyarelal,Hindi,4,197040
1651,13528,"""Main Toh Chali Re Piya Ke Des""",Aasha Bhosale,Suhaag Sindoor,1953,Sailesh Mukherjee,Hindi,1,299107
1652,13528,"""Main Toh Chhuriyon Ki Dhar Pe""",Aasha Bhosale,Ek Se Badhkar Ek,1976,Kalyanji–Anandji,Hindi,2,224879
1653,13528,"""Main Toh Hoon Shola Badan""",Aasha Bhosale,Daulat,1982,R D Burman,Hindi,5,402247
1654,13528,"""Maina Boli Sun Re Tote""",Aasha Bhosale,Shobha,1954,Robin Chatterjee,Hindi,NAN,179306
1655,13527,"""Maine Dekha Hai Ki Phoolon Se""",Aasha Bhosale,Waqt[33],1965,Ravi,Hindi,NAN,212000
1656,13527,"""Maine Dekha Tujhe""",Aasha Bhosale,Karm,1977,R D Burman,Hindi,NAN,197878
1657,13527,"""Maine Dil Abhi Diya Nahi""",Aasha Bhosale,The Train,1970,R D Burman,Hindi,NAN,171029
1658,13527,"""Maine Honthon Pe Lagayi Toh""",Aasha Bhosale,Anhonee[46],1973,Laxmikant–Pyarelal,Hindi,NAN,148666
1659,13526,"""Maine Kaha Tha Aana Sunday Ko""",Aasha Bhosale,Ustadon Ke Ustad,1963,Ravi,Hindi,3,69894
1660,13526,"""Maine Kahan Na Na""",Aasha Bhosale,Lalkaar,1972,Kalyanji–Anandji,Hindi,2,117172
1661,13526,"""Maine Paayal Bajaayi Jab""",Aasha Bhosale,Tilottama,1954,S. N. Tripathi,Hindi,4,156796
1662,13526,"""Maine Rakh Di Nishane Pe Jaan""",Aasha Bhosale,Faqeer Badshah,1987,Sonik–Omi,Hindi,3,251693
1663,13526,"""Maine Teri Gunehgaar Hoon""",Aasha Bhosale,Dharma[47],1973,Sonik–Omi,Hindi,4,178860
1664,13526,"""Maine Toh Ye Jaana, Tu Hain Toh Zamana""",Aasha Bhosale,Ujala Hi Ujala,1974,R D Burman,Hindi,3,327560
1665,13525,"""Maine Tujhe Chhuwa Toh Tan Jala""",Aasha Bhosale,Justice Chaudhary,1983,Bappi Lahiri,Hindi,4,290757
1666,13525,"""Maine Tujhe Kabhie Kuch Kaha Tha""",Aasha Bhosale,Yeh Vaada Raha,1982,R D Burman,Hindi,4,205787
1667,13525,"""Maine Tujhe Maanga, Tujhe Paya Hai""",Aasha Bhosale,Deewar,1975,R D Burman,Hindi,6,234632
1668,13525,"""Maiya He Tere Bina""",Aasha Bhosale,Durga Puja,1954,S. N. Tripathi,Hindi,3,241267
1669,13525,"""Makhan Ke Churanewale""",Aasha Bhosale,Jai Mahalaxmi,1951,Avinash Vyas,Hindi,4,123886
1670,13525,"""Makhan Se Bhi Chikna Badan""",Aasha Bhosale,Aangan,1973,Sonik–Omi,Hindi,3,192898
1671,13524,"""Makn Bhi Jawaan, Tu Bhi Jawaan""",Aasha Bhosale,Kuchh To Gadbad Hai,2004,Baba Jagirdar,Hindi,4,186453
1672,13524,"""Malaan Toh Aayi Bikaner Se""",Aasha Bhosale,Zamane Ki Hawa,1952,H. Khan Mastana,Hindi,3,124134
1673,13524,"""Mama Miya Pom Pom""",Aasha Bhosale,Justice Chaudhary,1983,Bappi Lahiri,Hindi,NAN,230070
1674,13524,"""Mamaji Ki Rocket Pe Hum""",Aasha Bhosale,Didi,1959,N. Dutta,Hindi,3,186816
1675,13524,"""Mammi Mujhe Gudiya Si Behnaa Chahiye""",Aasha Bhosale,Agar,1977,Sonik–Omi,Hindi,4,226340
1676,13523,"""Man Hi Man Muskaye Re Dulhaniya""",Aasha Bhosale,Tu Nahin Aur Sahi,1960,Ravi,Hindi,2,165747
1677,13523,"""Man Kyun Behka Re""",Aasha Bhosale,Utsav,1985,Laxmikant–Pyarelal,Hindi,4,309413
1678,13523,"""Man Mein Mere Jhoolo""",Aasha Bhosale,Vishwamitra,1952,B. Laxman,Hindi,NAN,245428
1679,13523,"""Man Mohan Se Preet Badhayi""",Aasha Bhosale,Mera Vachan Geeta Ki Kasam,1974,Shankar–Jaikishan,Hindi,NAN,202109
1680,13523,"""Man More Ga Jhum Ke""",Aasha Bhosale,Mangu,1954,O. P. Nayyar,Hindi,2,197852
1681,13522,"""Mane Bhool Mat Jaao""",Aasha Bhosale,Veer Rajputani,1955,Bulo C. Rani,Hindi,4,171651
1682,13521,"""Mann Beena Ke Taar Chhed Kar""",Aasha Bhosale,Saagar,1951,S. K. Pal,Hindi,3,226000
1683,13521,"""Mann Bhavan Ke Ghar Jaye Gori""",Aasha Bhosale,Chori Chori,1956,Shankar–Jaikishan,Hindi,NAN,220412
1684,13521,"""Mann Ki Baat Kahi Na Jaaye""",Aasha Bhosale,Ram Janma,1951,Avinash Vyas,Hindi,NAN,164318
1685,13521,"""Mann Tinak Tinak Naache""",Aasha Bhosale,Aulad,1954,Sardar Malik,Hindi,4,200548
1686,13520,"""Mannchahi Ladki Kahin Koi Mil Jaaye""",Aasha Bhosale,Waqt Ki Deewar,1981,Laxmikant–Pyarelal,Hindi,2,227109
1687,13520,"""Manva Tu Haule Haule Gaaye Ja Geet""",Aasha Bhosale,Pyase Nain,1954,S. K. Pal,Hindi,4,205948
1688,13519,"""Manzil Talash Karte Hai""",Aasha Bhosale,Dayar-e-Madina,1977,Mohammed Shafi,Hindi,3,264547
1689,13519,"""Mar Gai Mai To Haye Rabba""",Aasha Bhosale,Do Bachche Dus Haath,1972,Sonik–Omi,Hindi,4,261760
1690,13519,"""Mar Jaungi Main Gadi Nichey Aake""",Aasha Bhosale,Veeru Ustad,1977,Sonik–Omi,Hindi,4,201421
1691,13519,"""Mar Jayenge Hum Phir Bhi Sajan Yehi Kahenge""",Aasha Bhosale,Tulsi Vivah,1971,Ravi,Hindi,2,242022
1692,13518,"""Marenge Ya Mar Jayenge""",Aasha Bhosale,Pukar,1983,R D Burman,Hindi,4,299626
1693,13518,"""Maria My Sweetheart""",Aasha Bhosale,Dastan,1972,Laxmikant–Pyarelal,Hindi,4,221301
1694,13518,"""Maria""",Aasha Bhosale,Ankhon Mein Sapne Liye,2005,Nilu Niranjana,Hindi,3,208980
1695,13517,"""Mashalein Jalti Suna Rahi Hai""",Aasha Bhosale,Bhimsen,1950,Avinash Vyas,Hindi,4,210873
1696,13517,"""Mast Bahaar Hai, Pyar Hi Pyar Hai""",Aasha Bhosale,Surang,1953,Shivram Krishnan,Hindi,NAN,299626
1697,13517,"""Mast Hokar Zara Jhum Le""",Aasha Bhosale,Chandrakanta,1956,N. Dutta,Hindi,NAN,263140
1698,13516,"""Masti Jo Teri Ankhon Mein Hai""",Aasha Bhosale,Ek Se Badhkar Ek,1976,Kalyanji–Anandji,Hindi,NAN,200760
1699,13515,"""Mat Jaiyo Naukariya Chhodke""",Aasha Bhosale,Do Badan,1966,Ravi,Hindi,NAN,124944
1700,13515,"""Matlabi Yaar Kiske""",Aasha Bhosale,Jasoos,1957,Anil Biswas,Hindi,4,259360
1701,13514,"""Matwale Nain Kaahe Hum Par Jaadu Daale""",Aasha Bhosale,Rangila,1953,Jamal Sen,Hindi,2,293973
1702,13514,"""Mauj Ki Aur Na Toofan Ki Khabar""",Aasha Bhosale,Thokar,1953,Sardar Malik,Hindi,5,208056
1703,13514,"""Maula Tere Karam Kaa""",Aasha Bhosale,Qawwali Ki Raat,1964,Iqbal Qureshi,Hindi,NAN,211760
1704,13513,"""Mausam Hai Namkeen Sawariya""",Aasha Bhosale,Biwi,1950,Aziz Khan,Hindi,4,231470
1705,13513,"""Mausam Mastana""",Aasha Bhosale,Satte Pe Satta,1982,R D Burman,Hindi,3,220412
1706,13513,"""Mausam O Mausam Suhane Aa Gaye""",Aasha Bhosale,Judaai,1980,Laxmikant–Pyarelal,Hindi,2,310840
1707,13513,"""Mausam Pe Jawani Hai""",Aasha Bhosale,Do Premee,1980,Laxmikant–Pyarelal,Hindi,2,258150
1708,13513,"""Mausam Pyaar Ka""",Aasha Bhosale,Sitamgar,1985,R D Burman,Hindi,3,294690
1709,13512,"""Maut Kitni Bhi Sangdil Ho""",Aasha Bhosale,Aaj Aur Kal,1963,Ravi,Hindi,4,276990
1710,13511,"""Meethi Meethi Khushboo Thi""",Aasha Bhosale,Bahadur,1953,S. Mohinder,Hindi,NAN,163795
1711,13511,"""Mehandi Se Likh Gori""",Aasha Bhosale,Balmaa,1993,Nadeem–Shravan,Hindi,4,208800
1712,13510,"""Mehbooba O Mehbooba""",Aasha Bhosale,Aap Kaa Surroor,2007,Himesh Reshammiya,Hindi,3,144800
1713,13509,"""Meherbaan""",Aasha Bhosale,Tehzeeb,2003,A. R. Rahman,Hindi,NAN,32200
1714,13509,"""Mehfil Me Aaye Ho Aapka Dil Jaan Jaaynge""",Aasha Bhosale,Agent Vinod,1977,Raam Laxman,Hindi,3,201870
1715,13509,"""Mehfil Mein Aaya Hai""",Aasha Bhosale,Be-Lagaam,2002,Amar–Akbar,Hindi,2,271987
1716,13509,"""Mehfil Mein Dilwaalon Ki""",Aasha Bhosale,Mohabbat Zindagi Hai,1966,O. P. Nayyar,Hindi,4,34195
1717,13509,"""Mehmaan Ban Kar Aaye""",Aasha Bhosale,Rangila,1953,Jamal Sen,Hindi,3,279053
1718,13508,"""Mehnatkash Insaan Jaag Utha""",Aasha Bhosale,Insaan Jaag Utha,1959,S D Burman,Hindi,4,64092
1719,13507,"""Mera Aaghaz Shirin Ha""",Aasha Bhosale,Shirin Farhad,1956,S. Mohinder,Hindi,5,191130
1720,13507,"""Mera Banka Balamwa Lakhon Mein Ek""",Aasha Bhosale,Ehsan,1954,Madan Mohan,Hindi,2,448870
1721,13507,"""Mera Chain Khoya Hua Hai""",Aasha Bhosale,Joru Ka Ghulam,1972,Kalyanji–Anandji,Hindi,2,260707
1722,13506,"""Mera Dil Deewana Hain Sanam""",Aasha Bhosale,Salaam Mem Saheb,1961,Ravi,Hindi,2,289773
1723,13506,"""Mera Dil Ghabraye Meri Aankh Sharmaye""",Aasha Bhosale,Mr. Cartoon M.A.,1959,O. P. Nayyar,Hindi,4,318347
1724,13506,"""Mera Dil Liye Jaa""",Aasha Bhosale,Suraag,1982,Bappi Lahiri,Hindi,4,215481
1725,13505,"""Mera Dil Tera""",Aasha Bhosale,Mera Suhaag,1987,Ravi,Hindi,4,194587
1726,13505,"""Mera Dilbar Hazaro Me Ek Hai""",Aasha Bhosale,Bank Manager,1959,Madan Mohan,Hindi,3,230013
1727,13505,"""Mera Ho Balidaan""",Aasha Bhosale,Durga Puja,1954,S. N. Tripathi,Hindi,3,204787
1728,13504,"""Mera Janam Kisi Ko Rulaaye Na""",Aasha Bhosale,Naag Panchami,1953,Chitragupt,Hindi,4,434920
1729,13504,"""Mera Jee Chahta Hai Ki""",Aasha Bhosale,Imaan,1951,Motiram,Hindi,4,240707
1730,13504,"""Mera Kuchh Saamaan""",Aasha Bhosale,Ijaazat,1988,R D Burman,Hindi,2,363333
1731,13504,"""Mera Man Bhatak Raha Deewana""",Aasha Bhosale,Woh Raat Wohi Awaaz,1973,Sonik–Omi,Hindi,3,275827
1732,13503,"""Mera Man Ghabraye""",Aasha Bhosale,Sawan Bhadon,1970,Somik-Omi,Hindi,3,38821
1733,13503,"""Mera Mann Hai Magan""",Aasha Bhosale,Mordhwaj,1952,Narayan Dutt,Hindi,NAN,31020
1734,13503,"""Mera Mann Hai Magan""",Aasha Bhosale,Durga Puja,1954,S. N. Tripathi,Hindi,4,417890
1735,13503,"""Mera Mann Jhoom Jhoom""",Aasha Bhosale,For Ladies Only,1951,Vinod,Hindi,NAN,178573
1736,13503,"""Mera Mehboob""",Aasha Bhosale,Ek Naya Rishta,1988,Khayyam,Hindi,NAN,343160
1737,13502,"""Mera Naam Ka Chala Hai Yeh Jaam""",Aasha Bhosale,Jaggu,1975,Sonik–Omi,Hindi,2,185693
1738,13502,"""Mera Naam Reshma""",Aasha Bhosale,Fauji,1995,Vishal Bhardwaj,Hindi,2,32200
1739,13502,"""Mera Pyaar Shalimar""",Aasha Bhosale,Shalimar,1978,R D Burman,Hindi,3,224406
1740,13502,"""Mera Pyar Hai Rang Rangeela""",Aasha Bhosale,Jwaala Daaku,1981,Sonik–Omi,Hindi,4,297480
1741,13501,"""Mera Roop Mera Rang Mere Chalne Ka Dhang""",Aasha Bhosale,Woh Main Nahin,1974,Sonik–Omi,Hindi,NAN,173970
1742,13500,"""Mera Saajan Phool Kamaal Ka""",Aasha Bhosale,Tere Mere Sapne[45],1971,S D Burman,Hindi,NAN,281247
1743,13500,"""Mera Sanam Sabse Pyara Hai""",Aasha Bhosale,Dil Ka Kya Kasoor,1992,Nadeem–Shravan,Hindi,NAN,153846
1744,13499,"""Mere Aangna Aaya Re Ghansham""",Aasha Bhosale,Naram Garam,1981,R D Burman,Hindi,4,33800
1745,13499,"""Mere Angana Mein Aaye Jabse Sajan""",Aasha Bhosale,Naag Panchami,1953,Chitragupt,Hindi,2,373650
1746,13499,"""Mere Babu Khilona Leja""",Aasha Bhosale,Sansar,1971,Chitragupt,Hindi,2,96653
1747,13499,"""Mere Banne Ki Baat Na Poochho""",Aasha Bhosale,Gharana[28],1961,Ravi,Hindi,4,38730
1748,13499,"""Mere Bas Howe Suhaag Ki Rekha""",Aasha Bhosale,Ehsan,1954,Madan Mohan,Hindi,4,124309
1749,13499,"""Mere Beena Tum Bin Roye""",Aasha Bhosale,Dekh Kabira Roya,1957,Madan Mohan,Hindi,NAN,187029
1750,13499,"""Mere Bhole Piya""",Aasha Bhosale,Shri Ganesh Vivah,1955,Chitragupt,Hindi,4,219524
1751,13499,"""Mere Budhape Ko Tu Cash Karlo""",Aasha Bhosale,Apna Khoon,1978,Sonik–Omi,Hindi,3,47165
1752,13498,"""Mere Chehre Mein Chhupa Hai""",Aasha Bhosale,Naram Garam,1981,R D Burman,Hindi,3,40730
1753,13498,"""Mere Dil Ki Paayal""",Aasha Bhosale,Raagini,1958,O. P. Nayyar,Hindi,4,263880
1754,13498,"""Mere Dil Ko Jiski Talash Thi""",Aasha Bhosale,Ustadon Ke Ustad,1963,Ravi,Hindi,3,39490
1755,13498,"""Mere Dil Ko Kare Bekaboo""",Aasha Bhosale,Yeh Lamhe Judaai Ke,2004,Nikhil–Vinay,Hindi,2,199177
1756,13470,"""Mere Dil Mein Aaj Machi Hulchul Re""",Aasha Bhosale,Raj Ratan,1953,Ninu Majundar,Hindi,2,265680
1757,13470,"""Mere Dil Pe Lagade Darling""",Aasha Bhosale,Basant,1960,O. P. Nayyar,Hindi,4,38010
1758,13470,"""Mere Dil Se Aake Lipat Gayi""",Aasha Bhosale,Neela Akash,1965,Madan Mohan,Hindi,3,239930
1759,13470,"""Mere Fil Ka Woh Shehzada""",Aasha Bhosale,Kabhi Na Kabhi,1998,A. R. Rahman,Hindi,4,178670
1760,13470,"""Mere Gham Ki Unko Khabar Kyun Nahi""",Aasha Bhosale,Kalakar,1954,"Vasant Pawar, Ramchandra Vadhavkar",Hindi,3,31930
1761,13469,"""Mere Hosh Le Lo Diwana Bana Do""",Aasha Bhosale,Bandish,1980,Laxmikant–Pyarelal,Hindi,4,41090
1762,13469,"""Mere Humsafar""",Aasha Bhosale,Shart,1954,Hemant Kumar,Hindi,3,211900
1763,13469,"""Mere Jaan Apne Aashiq Ko Sataana""",Aasha Bhosale,Mere Huzoor,1968,Shankar–Jaikishan,Hindi,3,37650
1764,13469,"""Mere Jeevan Mein Kiran Banke Bikharnewale""",Aasha Bhosale,Talaq[23],1958,C. Ramchandra,Hindi,5,191236
1765,13469,"""Mere Jeevan Mein Yeh Aaya Hai Kaun""",Aasha Bhosale,Pyase Nain,1954,S. K. Pal,Hindi,NAN,230680
1766,13468,"""Mere Khayaal Se Tum""",Aasha Bhosale,Balmaa,1993,Nadeem–Shravan,Hindi,4,40360
1767,13468,"""Mere Khayalon Mein""",Aasha Bhosale,Raat Ke Sauagar,2001,Dilip Sen–Sameer Sen,Hindi,2,200110
1768,13468,"""Mere Kis Kaam Ki Yeh Jawani""",Aasha Bhosale,Besharam,1978,Kalyanji–Anandji,Hindi,3,168447
1769,13467,"""Mere Lalla Ko Sulayegi Nindiya""",Aasha Bhosale,Suhagan,1954,Vasant Pawar,Hindi,3,35470
1770,13467,"""Mere Lehange Mein Ghungroo La De""",Aasha Bhosale,Basant,1960,O. P. Nayyar,Hindi,NAN,182069
1771,13467,"""Mere Liye To Fit Hai Tu""",Aasha Bhosale,Zulmi,1999,Dilip Sen–Sameer Sen,Hindi,4,48420
1772,13467,"""Mere Liye Tu Bani""",Aasha Bhosale,Do Gulab,1983,Bappi Lahiri,Hindi,NAN,320860
1773,13467,"""Mere Mann Ke Aangan Chand Chamka""",Aasha Bhosale,Biwi,1950,Khayyam,Hindi,NAN,223366
1774,13467,"""Mere Mann Mein Umang""",Aasha Bhosale,Devyani,1952,S. Purshotham,Hindi,4,466540
1775,13467,"""Mere Mehboob Mere Watan""",Aasha Bhosale,Param Vir Chakra,1995,Ravindra Jain,Hindi,3,33670
1776,13466,"""Mere Mehboob Tujhe Salaam""",Aasha Bhosale,Baghawat,1982,Laxmikant–Pyarelal,Hindi,4,96050
1777,13465,"""Mere Piya, Chhede Jiya""",Aasha Bhosale,Chacha Chaudhary,1953,Madan Mohan,Hindi,NAN,215570
1778,13465,"""Mere Pyar Ka Aaj Mahurat Hai""",Aasha Bhosale,Shaher Se Door,1972,Sonik–Omi,Hindi,NAN,194000
1779,13465,"""Mere Pyare Sanam Ki Hai Pyari Gali""",Aasha Bhosale,Parda,1949,Khayyam,Hindi,NAN,34630
